userid,tweetid,engagement
2255642863,429372263063109632,0
2255642863,428596372259217409,0
2255642863,424663761279258624,0
2251194602,429749068840337408,0
2251194602,427912293712920576,0
2250831550,423663333074808833,1
2250831550,422161298156425218,1
2248988774,427542548325105664,0
2248525862,428164431756165120,0
2247404970,421430290998112256,0
2246989265,425646305797763072,6
2246989265,427930360601931776,0
2246989265,425523404591345664,0
2246989265,422764250420248576,0
2241817815,431934907859095553,1
2236916485,423395865881882624,0
2236916485,423293281460428800,0
2236645976,432632908671885312,0
2236645976,432391776322600960,0
2236249233,421552400487682048,0
2235422861,429823534987476993,0
2235422861,423136602664468480,0
2235422861,423136459940708354,0
2232330368,431651376335036416,0
2232330368,428735020975411201,0
2231872910,431020193943269376,1
2231872910,424789015171440640,1
2231872910,429750984181837824,1
2231872910,425835515384852480,1
2231872910,423413723647078400,1
2231872910,430367177602912256,1
2231872910,427537737844285441,0
2231872910,421873150406565888,0
2230625864,424630464100728832,6
2230592402,428459859592630272,0
2230592402,421238717807083520,0
2230271310,429383311925211136,0
2230271310,429273088015224832,0
2230271310,429237182789087233,0
2230162584,429583834049687552,1
2229701562,424523888538959872,0
2225790834,429731346920275968,0
2225790834,427438075871252483,0
2225790834,427162745491173376,0
2223755814,428590714046267392,1
2223111964,431872995959652352,0
2222001835,433006617677033472,0
2222001835,431199821438156801,0
2222001835,430848841722920960,0
2222001835,430848776807649280,0
2222001835,429771012121825280,0
2222001835,429770770202755072,0
2222001835,429770683649130496,0
2222001835,429041082861899776,0
2222001835,429040948400910337,0
2222001835,429040642220900352,0
2222001835,429040529327026176,0
2222001835,428849481287999488,0
2222001835,428487842294427648,0
2222001835,428487571250102272,0
2222001835,428487459379625985,0
2222001835,427519504370114561,0
2222001835,427212563135610880,0
2222001835,425393580870729728,0
2222001835,424920052690075648,0
2222001835,423586361086840832,0
2222001835,423539694425493504,0
2222001835,423539580566904832,0
2222001835,423539457736728577,0
2222001835,423539366766465024,0
2222001835,423539232359989248,0
2222001835,423539109190062081,0
2222001835,423538985692979200,0
2222001835,423538865077362689,0
2222001835,423538422418898945,0
2222001835,423538128649846784,0
2222001835,423221096440414208,0
2222001835,423192375952171008,0
2222001835,423192243089211392,0
2222001835,423191921201516544,0
2220746365,422160043019362304,0
2219393774,428535407043956736,1
2219141327,424639312140193792,6
2218904395,428377016312688641,1
2217967872,422468806355996674,0
2217033104,430539048265220096,0
2211771229,432552617437175808,0
2211771229,431385057945591809,0
2211771229,430075397548417024,0
2211145246,430014645475504128,0
2206338715,432675654430384128,0
2206338715,432637665071345664,0
2206338715,428581254129545216,0
2206338715,425432900704960512,0
2206338715,425430528645689344,0
2206338715,425348294211305472,0
2206338715,425347240111382528,0
2206338715,422931330134196224,0
2206338715,422474577563111424,0
2206338715,422185997095690240,0
2206338715,422147735383719937,0
2206338715,422147693864308736,0
2199934028,427891689714622465,0
2199291193,428302425267924992,0
2199189492,424223203016192000,0
2199189492,423888714327392256,0
2199189492,421677660969132032,0
2197934388,424643856114913281,0
2197934388,422396231877672961,0
2197934388,422396061622476800,0
2197742483,424131677695537152,0
2195672863,433009302052552705,0
2195672863,432582331598397441,0
2195672863,430436008967294976,0
2195672863,430058618265042945,0
2195672863,427859718284271616,0
2195672863,427859636050731008,0
2195672863,426833728258990081,0
2195672863,423934499752509440,0
2195672863,422465544961683456,0
2195672863,422128538960285696,0
2195672863,421759247081553920,0
2194435111,421795182263021568,1
2194435111,424800632768180224,0
2194435111,424035491541835776,0
2194435111,423325843771752448,0
2194435111,423138436006965248,0
2194435111,422266620526854144,0
2194435111,421446226500808704,0
2194435111,421371883183824896,0
2194435111,421335398028029952,0
2194211396,428946744043659264,0
2194211396,428946342845906944,0
2194211396,422059252107472896,0
2185425004,430589499996119040,6
2184453929,425570891175829504,0
2183266591,428662897112121345,0
2183266591,425163728862990336,0
2183266591,424722682949562368,0
2181593400,422076907836805120,6
2179569986,426268953803894784,1
2176147451,424379216386596864,0
2172276943,424199614917378049,0
2172276943,424199353914253312,0
2172276943,424199269617127424,0
2172276943,424199163664793600,0
2172276943,424199070207320066,0
2172276943,424199012468535298,0
2172276943,424198959108591616,0
2172276943,424198856805326848,0
2172276943,424198719827746816,0
2166652017,429135407901458432,0
2162683465,427781259100950528,0
2162592658,425472242370486272,0
2157580140,427701914969456640,0
2154797105,432786354876203008,0
2154797105,432490506787225600,0
2154797105,430315585529188352,0
2154797105,425179174874406912,0
2154797105,425178984805302272,0
2154530264,428848399509499904,0
2151786638,424306679317286912,0
2148942672,424200023677878273,0
2148942672,424198913399468032,0
2148942672,424197253285158912,0
2148942672,424196517298454528,0
2148942672,421788487470563328,0
2148655673,426774656922943488,0
2148655673,421610783223861248,0
1977143988,422751445775966208,0
1977085099,432278737434853376,0
1977085099,432002981307760640,0
1977085099,429751812296409088,0
1977085099,429439727712735232,0
1977085099,429400110892478465,0
1977085099,429348439868981248,0
1977085099,427588205118898176,0
1977085099,427284762672119809,0
1977085099,427211469600468992,0
1977085099,427168594762268673,0
1977085099,426909404441501696,0
1977085099,424681803949953025,0
1977085099,424514700571729920,0
1977085099,424377721842434048,0
1977085099,424323832820670465,0
1977085099,422566699204755459,0
1977085099,422517286893674496,0
1977085099,422155134018138112,0
1974315013,426685752525598720,0
1969881229,432150158231740416,0
1969881229,422379629597687808,0
1969881229,421446721390911488,0
1969881229,421107642619404288,0
1965914461,429867760277929984,0
1952852942,432655876294721536,0
1952852942,427508340550537216,0
1949497214,427429936614608896,1
1941697548,425399570408173568,0
1941697548,425058061703979008,0
1941697548,424326896059691008,0
1934791788,424979531876024320,0
1931768970,430481355093180416,0
1931768970,429224506994208768,0
1931768970,429004440952406016,0
1931768970,428617799968493569,0
1931768970,428248871530409984,0
1931768970,427514950635253760,0
1931768970,423903982692868097,0
1931768970,421535606402203648,0
1928279287,429865120307875840,0
1928279287,429863057788256256,0
1928279287,426804766677942272,0
1928279287,426804385348599808,0
1928279287,426801096762593280,0
1928279287,426800816385949696,0
1928279287,426800306127917056,0
1928279287,426800107351465984,0
1928279287,426799292641452032,0
1928279287,425044153404522496,0
1928279287,422308381458989056,0
1927251870,431303859970269185,6
1920651025,426526922957684736,0
1920651025,426470934955192321,0
1920651025,425800837093683200,0
1920651025,424312736475279360,0
1920651025,422169426096435200,0
1918131096,431577533663182848,0
1905157622,422214250090610688,6
1898929346,428286968305553408,0
1898778661,432770155328700416,0
1898778661,430242701317910529,0
1898778661,426972558538203136,0
1898778661,425148278380834816,0
1898778661,424455218047107073,0
1898778661,424455127919910912,0
1887897626,432634818187505664,0
1887897626,432327386819203073,0
1887897626,432209626650927104,0
1887897626,430093259579604992,0
1887897626,429402904081223680,0
1887897626,427364298265202688,0
1887897626,427364215050207232,0
1887897626,427364119009054720,0
1886686561,423717921970724864,1
1884219200,427430191951249408,6
1883731867,428987159971119105,0
1879409983,425609206360965120,0
1879409983,421243648685400064,0
1879409983,421243333936414721,0
1878228655,425898215750524928,0
1878228655,425898068710801408,0
1878228655,425897921024778240,0
1878228655,425897636689084416,0
1876943107,427002970493157376,0
1876465669,432573027252207617,0
1876465669,426083347568553985,0
1876465669,425734130786394113,0
1876465669,425022713594642432,0
1876465669,423581874968363009,0
1868150281,422035876924100609,0
1864850036,425696139212754945,1
1864850036,425726701768028160,1
1864850036,425695910618988544,1
1864850036,425696030274109440,1
1864850036,425726694151172096,1
1864850036,432291002549014528,0
1864850036,422047403160915969,0
1863080929,425319459449208832,0
1861224722,432461677515513856,0
1861224722,422473615830171648,0
1861224722,422397389853712384,0
1860548660,425858184423550976,0
1860548660,422544739708051456,0
1860143420,424689525622071296,0
1852431398,430546808213762048,0
1734966446,432101219226484736,0
1734966446,432101163773603841,0
1734966446,432101000346750976,0
1734966446,432100758360580097,0
1734666138,424993117461577730,0
1734666138,424633164007739392,0
1733527482,426731061612408833,1
1729403028,432325127653429249,0
1729278337,427580190365974529,0
1727458056,425889067788558337,0
1727048334,432300729894592512,0
1723719889,426502984680628224,0
1718940150,424013039029866497,0
1715684682,430010799764303872,0
1715684682,426850377926180865,0
1715684682,426484600635142144,0
1712587280,432599777164148736,0
1712587280,432530450310234113,0
1711873926,432267163752497152,0
1711873926,430007559236644864,0
1711873926,428972895583625218,0
1711873926,428284659273699329,0
1711873926,427208127889801216,0
1711873926,427102620067844097,0
1711873926,426842122118238208,0
1711873926,426841917817892864,0
1711873926,425572773365571584,0
1711873926,423877461685063680,0
1711873926,423435408111054848,0
1711873926,423230334868946944,0
1711873926,423171605066690560,0
1711873926,423124176401338368,0
1711873926,422073898914811905,0
1702872452,432545561351565312,0
1702872452,432545474332360704,0
1702872452,432276769555873792,0
1702872452,431865916922822656,0
1702872452,431865850682159104,0
1702872452,431421627382128640,0
1702872452,431421487128780800,0
1702872452,431185517380907008,0
1702872452,431150674756501504,0
1702872452,431117008374345728,0
1702872452,431116944990019585,0
1702872452,429449484138217472,0
1702872452,427580870808313856,0
1702872452,427580782979592192,0
1702872452,427256097398083584,0
1702872452,427256029890768896,0
1702872452,425077391762128896,0
1702872452,425057298147721216,0
1702872452,424739029125693440,0
1702872452,424689295694512128,0
1702872452,424689228900212736,0
1702872452,424362917358997504,0
1702872452,424249574229045248,0
1702872452,423492889285775360,0
1702872452,423272801261588480,0
1702872452,423242089745645568,0
1702872452,422688702067122176,0
1702872452,422179607224537088,0
1702872452,421794314461913088,0
1702872452,421793646376411136,0
1702872452,421793316204982273,0
1702872452,421792652859035650,0
1702872452,421791838211952640,0
1702872452,421705883459284992,0
1702872452,421668708017537024,0
1702872452,421624919106265088,0
1702872452,421595914588127232,0
1702872452,421230559529291776,0
1700899514,429516178416222208,6
1698566514,432545090616459264,0
1698566514,421336368854614016,0
1698566514,421335702690091009,0
1696774482,426894707831365632,0
1696774482,425015318579544064,0
1696774482,424578585148801024,0
1695068388,432613724193431552,0
1695068388,431905961230352385,0
1695068388,427281351880896512,0
1695068388,427280962209058816,0
1695068388,427203159799238656,0
1695068388,424656247632052224,0
1689403225,432568812240502785,0
1689403225,425815329592602624,0
1689403225,425609606979940352,0
1689403225,421443480150614017,0
1685241744,424984977974231040,0
1681987747,424792596339097600,0
1673841912,428888454689067008,0
1673841912,427801933189894144,0
1668479082,424594694212165632,0
1667464584,432333250178973696,0
1665589238,426124072016445440,0
1659478393,429046610019233792,1
1657743732,425884917269274624,0
1657743732,425884809123344384,0
1657743732,425142395479789568,0
1651103844,427557698708987904,0
1651103844,426426012445208576,0
1650795584,431014490440994816,0
1649464495,422468007844401152,0
1649001283,432647278604861440,0
1649001283,423082555911733248,0
1649001283,423079752254382080,0
1649001283,422623964998144000,0
1649001283,422168970700275712,0
1648292282,429236761525772288,1
1644787500,431136223290081280,0
1644787500,429069629390983168,0
1644367027,426467547870150660,0
1644367027,425520465508323328,0
1644367027,421187470068572160,0
1644367027,421186654922342400,0
1644367027,421184908028313600,0
1644367027,421051407186530304,0
1644367027,421051299799773185,0
1644367027,421051191171481600,0
1642132914,427304554154053632,0
1642132914,425861182688198657,0
1640030408,431533720408182785,0
1640030408,430116453338320896,0
1640030408,429631143307407360,0
1639089390,432756202066309120,0
1638222626,424752835784232960,0
1638222626,424752520741662720,0
1631397998,428852109602488322,0
1625940876,430603765201526784,0
1624805940,421885981290012672,0
1624805940,421885707503022080,0
1624805940,421885584483700737,0
1624805940,421885445761294336,0
1624805940,421885304157396992,0
1624805940,421885179020316672,0
1624805940,421884992827162624,0
1618624044,431978721994895360,0
1618624044,430532846290489344,0
1618624044,426935679428620289,0
1618624044,424210769086263296,0
1615405098,428741089223520256,0
1614200778,427836944064598017,0
1614200778,425813629380751360,0
1614200778,425813493443338240,0
1613299968,432395306823471104,0
1613299968,432043124014075904,0
1613299968,431653909497511938,0
1613299968,431444013044862976,0
1613299968,430572420009717760,0
1613299968,429776769856458752,0
1613299968,429485805170487296,0
1613299968,428393876777213953,0
1608896269,430103668516728832,0
1608896269,429707796528242688,0
1608896269,425697688785801217,0
1608896269,423125537713037314,0
1608807752,429760160723374080,0
1607278898,431789160949481474,0
1607278898,431361693835198465,0
1602088327,424254317416443906,0
1602088327,424254079179948033,0
1602088327,423579610543304704,0
1602088327,423578926125170688,0
1602088327,423578853584670720,0
1602088327,422765684062691328,0
1602088327,422765498296975360,0
1602088327,422765333494382592,0
1602088327,422764990270291968,0
1602088327,422764357605670912,0
1602088327,422764015069433856,0
1602088327,422763777021730816,0
1602088327,422763620133793792,0
1602088327,422763377895960576,0
1602088327,422763264570040320,0
1602088327,422762843440955392,0
1602088327,422762779159064576,0
1602088327,422762458647126016,0
1602088327,422762359967739904,0
1602088327,422762287586607104,0
1602088327,422762107718074368,0
1602088327,422762047743737856,0
1602088327,422761939937554432,0
1602088327,422761596210139136,0
1602088327,422761105749196800,0
1602088327,422760877889441792,0
1602088327,421668583404732417,0
1599091056,431857704995659777,0
1599091056,431597131489902592,0
1599091056,430677240817680384,0
1599091056,430634232135024640,0
1599091056,430368277735682048,0
1599091056,429398069344759808,0
1599091056,428857457218445312,0
1599091056,428530932967280640,0
1599091056,428264914902581248,0
1599091056,427190716964827136,0
1599091056,427116332614950912,0
1599091056,426852945486155776,0
1599091056,424665753292648448,0
1597924154,429767119396298752,0
1597924154,429767067336589312,0
1597924154,425635532152918016,0
1594360244,432201179897298944,0
1594360244,432079172903911424,0
1594360244,431503106900504576,0
1594360244,431469762032701440,0
1593186349,427031409942073344,0
1590346123,424815582035197952,0
1589017524,422143772315893761,0
1586367090,430204353471717376,0
1586367090,429105171801440256,0
1586367090,426603588656173056,0
1586367090,426243088579694592,0
1586367090,424583333545115649,0
1586367090,424032700148625409,0
1586367090,421413875964055553,0
1582224211,430553228531335168,0
1582224211,429607291147395072,0
1579536960,423306885479944193,0
1576296037,424697238145998848,0
1573168867,431171430768996352,0
1573168867,422428998074118145,0
1570329336,430392620670783488,6
1568603155,431768509010685953,1
1568603155,431125933127643136,6
1568603155,421556986074120192,1
1568603155,421556924552065024,1
1568603155,432648446785650689,0
1568603155,432639876094521344,0
1568603155,432639854720348161,0
1568603155,432526604804575233,0
1568603155,431882502299746304,0
1568603155,431169382468042753,0
1568603155,430760278813593600,0
1568603155,430099707789340672,0
1568603155,423767132779077633,0
1568603155,421961109797883904,0
1566319950,431982767891824640,0
1566319950,427616100445347841,0
1566319950,427616027682537472,0
1566319950,427615931964358656,0
1566319950,427615780835192832,0
1566319950,427615263018999809,0
1566005666,422258510483968000,6
1562805685,433016238382776320,0
1562805685,432672252648513537,0
1562805685,432563884491571200,0
1562805685,432190200824205312,0
1562805685,431968110179266561,0
1562805685,431207080637505536,0
1562805685,430492927811657728,0
1562805685,430124331096866816,0
1562805685,430013080240914432,0
1562805685,429773022112018433,0
1562805685,429743699644665856,0
1562805685,429639925588570112,0
1562805685,429062884984107009,0
1562805685,429033814380146688,0
1562805685,427488706996736000,0
1562805685,427113485697556480,0
1562805685,426859200485261312,0
1562805685,426027647832166400,0
1562805685,425024443061379072,0
1562805685,424715148675530752,0
1562805685,424686677723197440,0
1562805685,423982618192150528,0
1562805685,422103504531255296,0
1562383585,426632641626910720,0
1562348822,423303914747072512,0
1562348822,423237260759560192,0
1561950451,426408683279749120,1
1553533280,433245189248139264,0
1553533280,433244707008032768,0
1553533280,433244606348943360,0
1549479913,431126831283331072,6
1546154006,432628504589783040,0
1546154006,432238063293853696,0
1546154006,428128015370174464,0
1546154006,427585196788293632,0
1546154006,427528987758563329,0
1546154006,427284551124398080,0
1546154006,425035492133191680,0
1546154006,424513800222834688,0
1546154006,423594714047451136,0
1546154006,422878098670252032,0
1541466482,433254365894172672,0
1541466482,427307084372135936,0
1541466482,423854729500712960,0
1541466482,422319045300350976,0
1541466482,422315490896142337,0
1539549174,432599706745995264,0
1539549174,432573065848172544,0
1539549174,428192043517894656,0
1539549174,425411756866170880,0
1539549174,425411219273826304,0
1539549174,424752178298093568,0
1539549174,423422341365121024,0
1539549174,423412228814307328,0
1538952690,423546016760336384,0
1533020580,432932867321364480,6
1532443830,424385295384346624,0
1527590287,427827062490292224,0
1527590287,427826982802698240,0
1525303956,431936433113554944,0
1525303956,431230427391864832,0
1523922462,424796285690843137,0
1523922462,423324230818623488,0
1523158801,430844562605871104,0
1523158801,429347189861933058,0
1523158801,428636938577645569,0
1523158801,427961067810344960,0
1523158801,427561217356750848,0
1523158801,427231705175699456,0
1523158801,427231507175206912,0
1523158801,425728053202157568,0
1523158801,425021497301012480,0
1523158801,423956474403233792,0
1523158801,423956010970411008,0
1523158801,423571314499416064,0
1523158801,423195134428446720,0
1523158801,422830561963810816,0
1522535520,422169649405779968,0
1514652241,429357417366052864,0
1514652241,424836523306287104,0
1514652241,422514555676540928,0
1514652241,421809979159769088,0
1510629114,433125234913206272,0
1498447153,427268407931965441,0
1493803398,433031390511529984,0
1493803398,430204952992952320,0
1493803398,428521439893786624,0
1493803398,428376313800323073,0
1493803398,428340866705399809,0
1493803398,428212714083602432,0
1493803398,427712269649059840,0
1493803398,426613379420000256,0
1493803398,425898501159931904,0
1493803398,425854779462385664,0
1493803398,425174560011350016,0
1493803398,425086693465546753,0
1493803398,425054563603714048,0
1493803398,422892264549933056,0
1493803398,422715764529848320,0
1493803398,422320984163491841,0
1493803398,421820290511802368,0
1493803398,421579818082115584,0
1493803398,421519000468615168,0
1493803398,421193696550199296,0
1493803398,421163197509271552,0
1492915351,432255466526502913,0
1492915351,429363255166111745,0
1492915351,427899135434715136,0
1492915351,427898970384637953,0
1492915351,427469598024564736,0
1492915351,427209299090493440,0
1492915351,426826453016383489,0
1492915351,426130880219078656,0
1492915351,425357117709885440,0
1492915351,424916052657840128,0
1492915351,423221143513092096,0
1492915351,422136714606678017,0
1492915351,422113375615975424,0
1492393789,428188725109997568,0
1492393789,428177749883113473,0
1492393789,427332552332828672,0
1492393789,427154628791119872,0
1492393789,425237217951240192,0
1492393789,424070769149112320,0
1492393789,424070660315680768,0
1492393789,424070521924239360,0
1488163531,427924305021009921,0
1487985596,422219400263921664,6
1486967346,431900370588434434,0
1486967346,430262896468430848,0
1480364526,429628334750720001,0
1480364526,429626731813552128,0
1480364526,429626171370647552,0
1480364526,429625777584222208,0
1480364526,429625446414548992,0
1480364526,423139431927672832,0
1479335850,427158454160334848,0
1479335850,423919624049410048,0
1474914788,427026885432729600,0
1474914788,421944024245608448,0
1474914788,421695055968366592,0
1474377656,428358472326205441,1
1467751741,432178130091245569,0
1467751741,429674397545533440,0
1465490065,427489739261083649,0
1461949236,430874498284675072,0
1461949236,430873984364990464,0
1460746442,427235093451898880,0
1460746442,426493450079731712,0
1460622716,429775040000049152,0
1460622716,428990150249807873,0
1460622716,428989606831591425,0
1460622716,428932705225826304,0
1460472584,421787449556467712,6
1460472584,431908570838626304,0
1460472584,425752278994526208,0
1460472584,425048818527535104,0
1460472584,422355345613545472,0
1457913541,429362503605571584,0
1455380917,432289092429434880,0
1455380917,430060836720496640,0
1455380917,429769623408746496,0
1455380917,429713359223930880,0
1455380917,427559935573237760,0
1455380917,427515248187564033,0
1455380917,427409451063447552,0
1455380917,426638661472759808,0
1455380917,424956008063332352,0
1455380917,424709381310394368,0
1455380917,424653189032722432,0
1455380917,424618734125592577,0
1455380917,422144477973999617,0
1455380917,421791566739808256,0
1455380917,421759590452432896,0
1449779701,423952197723103232,0
1449779701,421688587781148673,0
1449227954,431934007933415426,0
1449227954,425033800557821952,0
1449227954,425033586992218112,0
1447069946,423443195583004672,0
1444817652,431836856784003072,0
1440114343,427129514884222976,0
1439596268,431521456590450691,0
1439596268,429724949767798785,0
1439596268,429310008619044866,0
1439596268,429051188311371776,0
1439596268,428948547040718848,0
1439596268,427851535482372096,0
1439596268,427196407481499648,0
1439596268,427146141436616704,0
1439596268,427038291750567936,0
1439596268,426856784041504769,0
1439596268,425707001482850304,0
1439596268,425324500830650368,0
1439596268,425261357379092481,0
1439596268,425175982635765760,0
1439596268,423388622742511616,0
1439596268,423348429390368768,0
1439596268,423274747640971264,0
1439432456,433047193134850048,0
1439432456,432623628702978050,0
1439432456,432132306112086016,0
1439432456,425800300205998081,0
1439432456,424809480623509504,0
1438624639,426315180084326401,0
1432120802,430450905784524800,0
1429844882,426840258958086144,0
1429844882,426632451424022528,0
1429844882,425563976559517696,0
1423496172,430462405307797504,0
1423496172,430089601253126144,0
1422810565,425559836881727488,0
1409972792,428631655956611072,0
1406305986,432631652129730560,0
1405604456,433200308676591616,0
1405604456,432151888344014849,0
1405604456,431485328558260224,0
1404446514,428898769241776128,0
1403388294,424670972588097536,0
1403388294,424670618223919104,0
1403388294,421796265027198976,0
1402925653,431997958004166656,6
1399584193,430283455898087424,0
1399584193,428526677099282434,0
1399584193,428525981910196225,0
1399584193,428525466430238720,0
1398316856,424456119487299584,0
1398316856,424455664086556672,0
1398316856,424455509111242752,0
1398316856,424454878443085824,0
1396797432,427226144287383553,0
1396797432,426650942893596673,0
1396797432,425918029981958144,0
1396797432,425916605487267840,0
1396797432,425916477581967360,0
1396797432,423029827528966144,0
1396797432,423029723153698816,0
1396797432,423029609781682177,0
1396797432,423028160683204608,0
1396797432,423027968793776129,0
1396797432,423027629550100480,0
1393226780,432565559155503104,0
1393226780,432317897529380864,0
1393226780,428297673431855104,0
1393226780,427913947594096640,0
1393226780,422897731053813760,0
1389986857,430100970618757120,0
1389986857,429747102869360641,0
1388387706,424977744049352704,0
1388107490,427661410567729152,0
1387309428,430268262476443648,0
1385006388,428362037300051968,0
1385006388,423033474602512384,0
1376836597,431357018603913216,0
1376836597,431338077630365696,0
1374965868,428998331210412034,0
1374660487,423244053581676544,0
1374660487,422140737783083008,0
1368283646,422488899609714689,0
1368283646,422147512632614914,0
1367260214,425347652684095489,1
1364953951,432347185028407296,0
1364953951,425147898876411904,0
1364953951,425131779998355456,0
1364953951,425110000059826176,0
1364953951,424750160481386496,0
1363398559,421465300559593472,1
1363293330,432650528854904832,0
1363293330,432639667247534080,0
1363293330,430735509124829184,0
1362542323,431552417009004544,0
1362542323,431097194687762433,0
1362542323,425811710629670912,0
1362542323,425737272173273090,0
1362542323,424529336608497664,0
1359362088,428728101766725632,1
1354441626,432279003484135425,0
1353420931,422207222391652354,1
1352484379,432273923347341312,0
1351714225,425272182605119488,6
1351676406,425133169512169474,6
1345091203,431282170318319616,0
1342474478,432968441184919552,1
1342242841,427519084767756288,0
1339584157,432718120391036928,0
1337505002,431841617717518336,0
1331971387,422487418634522625,0
1329339817,432270563776921600,0
1329339817,432214138409193472,0
1329339817,430357192076972032,0
1329339817,430357134891814912,0
1329339817,430357088750305280,0
1329339817,430357013454127104,0
1329339817,430356956722003968,0
1329339817,430356898828017664,0
1329339817,430356767823122432,0
1329339817,427927709462048768,0
1329339817,427649139581931521,0
1329339817,426181658866626560,0
1329339817,426130503755116545,0
1329318103,432296469253861376,0
1329318103,425572443542286336,0
1328964739,427096389194375168,0
1328303420,422574163313037312,0
1325925086,426350925968842753,0
1324587780,422154798436454400,0
1322795732,424397704601427970,0
1322486702,426290571574267904,1
1322486702,432900480873009152,1
1322486702,425649084096348160,6
1322486702,433228251201540096,1
1322486702,432516178029072384,1
1322486702,425570669049675776,6
1322486702,432582853571145728,0
1322486702,432227743133368320,0
1322486702,431816015417458688,0
1322486702,431773556947828736,0
1322486702,430313242477740032,0
1322486702,429715508779573248,0
1322486702,428964207963684864,0
1322486702,428522998862471168,0
1322486702,423764422684061696,0
1322486702,421931207807762432,0
1322486702,421195403883991040,0
1320830034,424643523476873216,6
1319845765,426473035915210752,1
1316931018,424640649724706816,0
1316196709,427518054051094528,0
1316196709,427517941064945664,0
1316119652,429728301759102976,0
1316119652,427526118502301697,0
1316078892,427427137138995200,0
1311565698,432937724119883776,0
1311565698,431554980273995776,0
1311565698,431554899617525760,0
1311565698,431554855560552449,0
1311565698,431553168884121600,0
1311565698,431553085635588097,0
1311565698,431553039976374272,0
1311565698,431552978630488064,0
1311565698,431550673248063488,0
1311565698,426523463453790208,0
1311565698,426494720316309505,0
1311565698,424347150932541440,0
1311565698,424330007981621248,0
1311565698,421397129534668800,0
1311524880,427203889033924608,0
1302412279,426588923750785024,0
1292299675,431077586861850625,1
1292178019,425667064528125952,0
1292178019,422542533257080833,0
1291763293,432961943339823104,0
1291763293,432109729490665472,0
1291763293,432109443242029056,0
1291763293,432109240099303424,0
1291763293,432109018283524097,0
1291763293,432108573049749504,0
1291763293,432108309202894848,0
1291763293,432108101517717504,0
1291763293,432107966960271360,0
1291763293,432107703755091968,0
1291763293,432107385692651520,0
