id,twitter_user_id,imdb_item_id,retweeted_flag,entities-user_mentions-id_str_count,avg_user_rating,user_count,movie_retweet_count,user-followers_count,user-favourites_count,avg_movie_rating,movie_count,user-listed_count,rating,imdb_release_date_tweet_diff_minutes,user-statuses_count,user-friends_count,retweeted_status-id,scraping_timestamp,retweeted_status-user-id,lang~ar,retweeted_status-entities-user_mentions-id_count,retweeted_status-user-listed_count,retweeted_status-user-favourites_count,retweeted_status-user-statuses_count,retweeted_status-user-followers_count,user-utc_offset,retweeted_status-user-friends_count,lang~en,user-time_zone~Riyadh,user-location~//,imdb_genres~Comedy,imdb_genres~Drama,created_at~20,user-time_zone~Baghdad,created_at~2014,created_at~2013,imdb_genres~Thriller,user-location~Saudi,user-lang~ar,user-location~Arabia,imdb_cast~nm3239803,imdb_director~nm2308774,imdb_cast~nm0302330,imdb_plot~20-something,imdb_cast~nm0877555,imdb_languages~English,imdb_plot~supervising,imdb_plot~residential,lang~fa,created_at~Jan,imdb_genres~Action,imdb_countries~USA,retweeted_status-lang,imdb_release_date~2013-12-25,user-location~Ireland,imdb_plot~waters,imdb_plot~navigates,imdb_genres~Documentary,imdb_plot~treatment,engagement
4.2139434501971968E17,17686959,245562,1,0,10,1,2,9102,4717,8.75,4,304,10,6087873,124305,8322,4.2139366590736794E17,1391209473,518055969,0,0,5,1913,10050,413,12600,396,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,en,0,0,0,0,0,0,1
4.270207126591488E17,17738399,1315981,1,2225,4,1,2,10072,8502,7.333333,24,190,4,2160250,153987,1040,4.2702040066125824E17,1391277590,454686337,0,0,3,67,387,283,12600,184,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,en,0,0,0,0,0,0,1
4.2245881146338099E17,18669216,993846,1,170073,7.961864,236,90,948,398,8.582518,1533,7,9,26763,8310,1034,4.2244571526544998E17,1391224059,62831232,0,49,15,40,3131,648,-25200,1597,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,en,1,0,0,0,0,0,1
4.2245922432550093E17,18669216,1535109,1,170073,7.961864,236,83,948,398,8.360597,1406,7,8,134825,8310,1034,3.9595610672571187E17,1391224055,154175534,0,49,9,256,36697,1053,-25200,296,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,en,0,0,0,0,0,0,1
4.2245879279873229E17,18669216,1649419,1,170073,7.961864,236,18,948,398,7.896226,318,7,10,537963,8310,1034,4.2244682567386726E17,1391224059,437951158,0,49,7,1115,3058,2196,-25200,1522,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,en,0,0,0,0,0,0,1
4.224587566438441E17,18669216,1535109,1,170073,7.961864,236,83,948,398,8.360597,1406,7,9,134823,8310,1034,4.2245212442198426E17,1391224060,362867847,0,49,18,5830,64804,852,-25200,380,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,en,0,0,0,0,0,0,1
4.224587220198441E17,18669216,2304771,1,170073,7.961864,236,8,948,398,7.695122,82,7,8,26763,8310,1034,4.2245548805246157E17,1391224060,22760895,0,49,17,58,2455,519,-25200,374,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,en,1,0,0,0,0,0,1
4.224590939707351E17,18669216,2140373,1,170073,7.961864,236,11,948,398,8.029851,268,7,10,33964,8310,1034,4.2011366211257139E17,1391224056,42083313,0,49,1,23,4409,186,-25200,454,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,en,0,0,0,0,0,0,1
4.2245896212278067E17,18669216,3063516,1,170073,7.961864,236,25,948,398,6.784314,306,7,8,114664,8310,1034,4.20963444981248E17,1391224058,741691422,0,49,74,3543,18283,18853,-25200,13419,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,en,0,0,0,0,0,0,2
4.224589962392576E17,18669216,3427556,1,170073,7.961864,236,6,948,398,10,3,7,10,33964,8310,1034,4.2071002527578931E17,1391224057,317385247,0,49,64,211,2677,14482,-25200,819,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,en,0,0,0,0,1,0,2
4.2245885695899648E17,18669216,359950,1,170073,7.961864,236,13,948,398,7.575908,606,7,7,26763,8310,1034,4.2241868130644378E17,1391224058,90527902,0,49,1,1580,13405,376,-25200,440,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,en,1,0,0,0,0,0,1
4.2245915797160346E17,18669216,1321870,1,170073,7.961864,236,6,948,398,6.955319,470,7,5,527884,8310,1034,3.9640054524387738E17,1391224055,569846669,0,49,0,11,272,40,-25200,95,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,en,0,0,0,0,0,0,1
4.3086366410801562E17,18720799,1800246,0,0,6.833333,36,4,230,4,5.866667,30,8,4,6881,1050,482,?,1391594700,?,0,0,?,?,?,?,3600,?,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,?,0,0,0,0,0,0,1
4.2578752744718746E17,18720799,1800241,0,0,6.833333,36,51,228,3,7.698015,957,8,8,47190,1044,481,?,1391268013,?,0,0,?,?,?,?,3600,?,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,?,0,0,0,0,0,0,1
4.2285427050584474E17,19031596,432283,0,0,7.409091,44,2,149,696,8.37931,29,3,10,2175374,5008,326,?,1391229908,?,0,0,?,?,?,?,-25200,?,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,?,0,0,0,0,0,0,2
4.2576934621310566E17,19373903,169102,0,0,8.019608,51,2,201,14,7,9,2,9,6158538,1606,81,?,1391262260,?,0,0,?,?,?,?,0,?,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,?,0,0,0,0,0,0,1
4.2432968330891264E17,19879014,1800241,0,0,7.2,5,51,35,42,7.698015,957,0,6,41397,909,40,?,1391244016,?,0,0,?,?,?,?,-18000,?,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,?,0,0,0,0,0,0,1
4.2197448125582541E17,19934180,1232200,1,11299,6.837838,37,4,261,238,5.983607,61,2,6,828418,5013,514,4.2197321833411379E17,1391219955,20312294,0,84,0,39,910,103,0,415,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,en,0,0,0,0,0,0,1
4.2994936388520755E17,19934180,993846,0,11299,6.837838,37,90,261,240,8.582518,1533,2,9,56528,5028,515,?,1391421900,?,0,84,?,?,?,?,0,?,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,?,1,0,0,0,0,0,1
4.299506397085737E17,19934180,1091191,0,11299,6.837838,37,23,261,240,8.140476,420,2,8,33493,5028,515,?,1391421900,?,0,84,?,?,?,?,0,?,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,?,0,0,0,0,0,0,1
4.3082969347524198E17,20132782,93779,0,6116,6.976,125,2,1137,307,8.868421,38,59,9,13846646,51100,710,?,1391594700,?,0,0,?,?,?,?,0,?,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,?,0,0,0,0,0,0,2
4.2197321833411379E17,20312294,1232200,0,13021,6.583333,36,4,103,39,5.983607,61,0,6,828413,910,415,?,1391219956,?,0,0,?,?,?,?,0,?,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,?,0,0,0,0,0,0,1
4.2721172955962163E17,20468785,993846,0,0,7.454545,22,90,507,359,8.582518,1533,8,9,45649,12062,497,?,1391274756,?,0,0,?,?,?,?,0,?,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,?,1,0,0,0,0,0,1
4.2525750387070566E17,21103129,1800241,1,96,3,1,51,2872,2098,7.698015,957,56,3,45084,1267,205,4.2525714043845427E17,1391260342,64665829,0,0,4,76,4399,159,-36000,347,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,en,0,0,0,0,0,0,3
4.3193437405003366E17,21349590,1234721,0,0,6.9,20,6,1193,232,6.472222,108,16,7,-6144,12186,1366,?,1391853900,?,0,0,?,?,?,?,0,?,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,?,0,0,0,0,0,0,1
4.2361180615920845E17,21979782,1800241,0,0,7.652174,23,51,958,88,7.698015,957,17,8,38544,7636,312,?,1391244009,?,0,0,?,?,?,?,0,?,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,?,0,0,0,0,0,0,2
4.2436203770441728E17,22208301,1424003,0,0,8.5,2,16,28179,3389,7.111111,9,488,8,1906386,113409,420,?,1391252634,?,1,0,?,?,?,?,10800,?,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,?,0,0,0,0,0,0,65
4.2506834083160883E17,22208301,1675434,0,0,8.5,2,28,28179,3389,8.83871,372,488,9,1166152,113409,420,?,1391262227,?,1,0,?,?,?,?,10800,?,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,?,0,0,0,0,0,0,46
4.2742971774704026E17,22354410,2209418,0,0,7.611111,18,4,2182,1320,8.240157,254,4,10,325936,5639,212,?,1391282390,?,1,0,?,?,?,?,14400,?,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,?,0,0,0,0,0,0,1
4.2287717473217741E17,22678036,2446192,0,0,7.168831,77,2,301,120,6.5,4,1,6,?,12121,614,?,1391229867,?,0,0,?,?,?,?,-28800,?,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,?,0,0,0,0,1,0,2
4.2245548805246157E17,22760895,2304771,0,0,7.846154,13,8,519,58,7.695122,82,17,8,26750,2455,374,?,1391224067,?,0,0,?,?,?,?,0,?,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,?,1,0,0,0,0,0,1
4.2845031824268902E17,22998640,1183923,1,2255,7,1,14,401,1426,7.222222,9,4,7,1693611,18899,700,4.2827336187435008E17,1390993956,80917504,0,0,4,56,3943,264,-25200,1188,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,en,0,0,0,0,0,0,1
4.2758457291873894E17,23120223,47296,0,5073,7.366667,120,2,82,164,8.571429,14,3,9,31347031,1639,370,?,1391279475,?,0,0,?,?,?,?,-18000,?,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,?,0,0,0,0,0,0,1
4.2721169674339533E17,23167956,2848070,1,2229,3,1,2,128,0,3,2,0,3,237229,5662,2,4.2721121697375027E17,1391713439,518372269,0,0,6,0,783,235,-25200,78,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,0,0,0,0,0,0,1
4.2113150809590989E17,23684776,1800241,0,0,8.8,10,51,1058,219,7.698015,957,27,8,28689,5010,1643,?,1391212268,?,0,0,?,?,?,?,-14400,?,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,?,0,0,0,0,0,0,1
4.2832339464882586E17,24573239,1454468,1,2253,9,1,120,68,9,44891.713196,2228,0,9,168207,59,168,4.2831405937381786E17,1390993956,433339871,0,0,1,244,2879,106,10800,411,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,en,0,0,0,0,0,0,1
4.2106832481106739E17,25317302,2304771,1,290,9,1,8,415,1699,7.695122,82,1,9,21238,44458,406,4.2105162967341466E17,1391205613,49626871,0,0,15,47,179449,1150,0,380,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,en,1,0,0,0,0,0,1
4.2773850369977549E17,25382861,1259521,1,1214,20,1,10,127,3650,6.608911,202,9,20,942043,24909,80,4.2759314130339021E17,1390993956,134440330,0,0,25,13576,113394,562,3600,396,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,es,0,0,0,0,0,0,2
4.2770383038647091E17,25422124,1800241,0,0,7.142857,7,51,279,318,7.698015,957,3,7,54805,20774,189,?,1390993956,?,0,0,?,?,?,?,-28800,?,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,?,0,0,0,0,0,0,1
4.2250266526090035E17,25574533,2024544,0,0,8.25,4,25,62,5,8.530749,748,0,10,94617,326,124,?,1391222268,?,0,0,?,?,?,?,0,?,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,?,0,0,0,0,0,0,1
4.2187293430385869E17,25921747,2511428,1,2101,7,1,2,3567,86,7,3,176,7,1395,3900,393,4.2186404346988544E17,1391220031,61520371,0,0,6,60,16936,439,-18000,550,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,en,0,0,0,0,0,0,1
4.2190435526537216E17,26916944,1091191,0,0,10,1,23,3653,715,8.140476,420,58,10,1520,12650,365,?,1391220003,?,0,0,?,?,?,?,-18000,?,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,?,0,0,0,0,0,0,1
4.3292682171031142E17,27007612,452623,0,649,7.266667,15,2,429,31,7.758621,87,3,7,3321379,1326,327,?,1392113100,?,0,0,?,?,?,?,7200,?,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,?,0,0,0,0,0,0,2
4.2815946097282253E17,27800134,1335975,0,0,9.166667,36,38,56932,1890,6.885375,253,79,5,49415,10478,57405,?,1390993956,?,0,0,?,?,?,?,36000,?,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,?,1,0,0,0,0,0,1
4.2626867414867968E17,27800134,993846,0,0,9.166667,36,90,57416,1901,8.582518,1533,79,10,41902,10554,57719,?,1391269943,?,0,0,?,?,?,?,36000,?,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,?,1,0,0,0,0,0,4
4.306611299964887E17,27800134,2431286,0,0,9.166667,36,9,58364,1933,8.155556,135,83,9,99676,10694,58938,?,1391594700,?,0,0,?,?,?,?,36000,?,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,?,0,0,0,0,0,0,2
4.304525749036032E17,29273055,2298416,0,36,7.444444,18,2,173,15,7.75,4,7,8,68607,3997,288,?,1391508300,?,0,0,?,?,?,?,-10800,?,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,1
4.3276968383062835E17,29817126,1490017,1,2324,10,1,13,215,1071,8.601942,103,5,10,4375,24621,295,4.3276426187902157E17,1392026701,210320950,0,97,1,95,603,57,-21600,385,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,en,0,0,0,0,0,0,1
4.2626782450890752E17,31364463,993846,1,2209,9,1,90,55,55,8.582518,1533,0,9,41899,3263,124,4.2613467423547802E17,1391269944,118883811,0,91,0,119,3588,71,0,129,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,en,1,0,0,0,0,0,1
4.2759647154301747E17,31729069,1259521,1,1214,20,1,10,608,382,6.608911,202,24,20,941478,112773,339,4.2759314130339021E17,1390993956,134440330,0,0,25,13576,113394,562,3600,396,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,es,0,0,0,0,0,0,2
4.2292988076689408E17,32501319,1204975,0,0,6.851852,27,8,1751,19,6.930233,387,29,5,106455,15912,573,?,1391237272,?,0,0,?,?,?,?,-36000,?,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,?,0,0,0,0,0,0,1
4.2749582710040166E17,32675204,1979320,0,0,6.166667,48,46,98,5,8.495763,1180,0,9,174998,224,198,?,1391281424,?,0,0,?,?,?,?,0,?,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,?,0,0,0,0,0,0,1
4.2181291455558451E17,32927503,1798709,1,4196,8.5,2,33,577,7785,228841.379863,437,33,10,1156,137201,348,4.2180713228391219E17,1391220977,495511017,0,0,1,434,3834,140,-21600,394,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,en,0,0,0,0,0,0,1
4.3112228191851725E17,33022765,2281159,1,1668,1,1,2,1256,4668,4,7,24,1,108708,17451,199,4.3106896369956454E17,1391681100,460954846,0,68,0,51,377,54,-28800,193,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,en,0,0,0,0,0,0,1
4.3265036919454925E17,33562658,1682180,0,0,7.580645,31,9,172,437,6.856725,342,0,8,499261,2335,619,?,1392026701,?,0,0,?,?,?,?,0,?,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,?,0,0,0,0,0,0,1
4.242023618303959E17,33859847,770828,1,3972,8,3,87,72,37,7.734194,2246,0,5,313111,3116,340,4.2416663961010995E17,1391246823,750977263,0,0,0,77,271,70,0,282,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,en,0,0,0,0,0,0,1
4.2458846037334016E17,35579244,1798709,1,2169,6.734375,64,33,260,97,228841.379863,437,2,3,12185,5923,494,4.2455520635416166E17,1391250690,389874798,0,87,1,1268,5794,62,-18000,137,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,en,0,0,0,0,0,0,1
4.2962078832541286E17,36983304,1454468,0,0,8.428571,7,120,207,21,44891.713196,2228,2,9,173362,2041,294,?,1391335500,?,0,0,?,?,?,?,-21600,?,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,?,0,0,0,0,0,0,1
4.2942964820464026E17,37055345,1091191,0,0,7.571429,28,23,325,2942,8.140476,420,1,10,31423,15038,288,?,1391249100,?,0,0,?,?,?,?,-18000,?,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,?,0,0,0,0,0,0,3
4.2477093504103629E17,37294456,1800241,0,0,10,1,51,138,146,7.698015,957,2,10,43150,7057,288,?,1391257439,?,0,0,?,?,?,?,-21600,?,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,?,0,0,0,0,0,0,1
4.2245871889969562E17,37880158,1535109,0,0,8.4,5,83,526,35,8.360597,1406,8,10,134823,64614,137,?,1391224061,?,0,0,?,?,?,?,-14400,?,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,?,0,0,0,0,0,0,1
4.3046793144593613E17,37884577,2298416,1,1754,7.5,2,2,89,18,7.75,4,1,8,68668,1183,139,4.304525749036032E17,1391508300,29273055,0,0,7,15,3997,173,-10800,288,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sk,0,0,0,0,0,0,1
4.2542194335417139E17,38176104,1979320,1,633,10,1,46,606,2000,8.495763,1180,3,10,166757,6863,989,4.2541989420178227E17,1391265157,741691422,0,0,74,3544,18284,18907,?,13529,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,en,0,0,0,0,0,0,1
4.2505028936506163E17,40748805,206634,0,0,6.92,25,2,737,131,7.939024,82,21,9,3703301,41384,593,?,1391253552,?,0,0,?,?,?,?,?,?,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,?,0,0,0,0,0,0,1
4.2709283826264064E17,42353466,2387433,1,3524,9,4,2,1608,256,6.372385,239,3,6,485817,127633,353,4.2708846501285478E17,1391276660,89852512,0,0,5,40,55154,1279,25200,638,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,en,0,0,0,0,0,0,1
4.2613459039554355E17,44588169,993846,1,111,9,1,90,988,636,8.582518,1533,11,9,41369,58849,652,4.2613442842827571E17,1391266027,164657163,0,0,8,469,28565,830,0,1605,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,en,1,0,0,0,0,0,1
4.3046239390348902E17,46087719,1800246,0,0,7.506849,73,4,75,95,5.866667,30,1,7,5286,970,304,?,1391508300,?,0,0,?,?,?,?,0,?,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,?,0,0,0,0,0,0,1
4.2921600472858214E17,46388607,1717715,0,0,4,1,2,17061,1,3.4,5,265,4,-325045,8901,15748,?,1391249100,?,0,0,?,?,?,?,39600,?,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,?,0,0,0,0,0,0,1
4.3304735234222899E17,47141175,165929,1,2329,10,1,4,2134,540,7.571429,7,13,10,7306278,10167,2347,4.3277322718245274E17,1392113100,141050718,0,0,0,19,54,17,-18000,123,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,en,0,0,0,0,0,0,2
4.2214645547926733E17,47405831,993846,0,0,7.666667,3,90,488,610,8.582518,1533,2,9,25522,16164,479,?,1391217061,?,0,0,?,?,?,?,0,?,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,?,1,0,0,0,0,0,1
4.232725316135936E17,47692986,1793223,1,2155,7,1,2,388,574,6.2,10,9,7,?,1039,337,4.1739913791592448E17,1391241096,36937267,0,0,5,337,1414,202,-28800,220,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,en,0,0,0,0,0,0,1
4.322699350923264E17,47763728,1490017,0,0,7.378378,37,13,531,99,8.601942,103,19,15,2389,21465,654,?,1391940300,?,0,0,?,?,?,?,-21600,?,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,?,0,0,0,0,0,0,2
4.3199721507129344E17,47840299,1490017,0,0,7.764706,17,13,657,1580,8.601942,103,16,10,1305,32974,887,?,1391853900,?,0,0,?,?,?,?,-18000,?,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,?,0,0,0,0,0,0,3
